exam_type,subject,year,region,data_type,grade_system,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,u,pass_rate,pass_threshold,candidates
A-Level,Computing,2022,UK,Exam,A*-U,14.5,20.9,22.5,18.6,14.2,6.8,,,,,2.5,97.5,A*-E,15693
A-Level,Computing,2021,UK,Exam,A*-U,19.9,24.6,24.1,18.6,8.7,3.6,,,,,0.5,99.5,A*-E,13829
A-Level,Computing,2020,UK,Teacher,A*-U,13.7,22.9,25.5,22.6,11.4,3.5,,,,,0.4,99.6,A*-E,12428
A-Level,Computing,2020,UK,Exam,A*-U,8.0,19.0,22.9,22.7,16.6,8.1,,,,,2.7,97.3,A*-E,12426
A-Level,Computing,2019,UK,Exam,A*-U,3.4,14.5,22.4,23.0,20.1,11.3,,,,,5.3,94.7,A*-E,11124
A-Level,Computing,2018,UK,Exam,A*-U,3.3,14.9,21.1,23.2,20.3,12.2,,,,,5.0,95.0,A*-E,10286
A-Level,Computing,2017,UK,Exam,A*-U,3.0,13.9,20.7,23.6,21.1,12.3,,,,,5.4,94.6,A*-E,8299
A-Level,Computing,2016,UK,Exam,A*-U,2.7,13.7,22.5,23.2,21.0,12.7,,,,,4.2,95.8,A*-E,6242
A-Level,Computing,2015,UK,Exam,A*-U,2.9,12.8,20.7,23.6,21.9,13.5,,,,,4.6,95.4,A*-E,5383
A-Level,Computing,2014,UK,Exam,A*-U,2.8,13.1,20.9,24.5,21.1,13.1,,,,,4.5,95.5,A*-E,4171
A-Level,Computing,2013,UK,Exam,A*-U,3.3,12.5,21.0,24.3,20.9,13.4,,,,,4.6,95.4,A*-E,3758
A-Level,Computing,2012,UK,Exam,A*-U,3.4,12.2,20.9,24.3,22.2,12.4,,,,,4.6,95.4,A*-E,3809
A-Level,Computing,2011,UK,Exam,A*-U,3.7,12.8,21.6,24.5,19.7,12.7,,,,,5.0,95.0,A*-E,4002
A-Level,Computing,2010,UK,Exam,A*-U,3.5,12.8,20.6,24.4,21.3,12.6,,,,,4.8,95.2,A*-E,4065
A-Level,Computing,2009,UK,Exam,A*-U,,15.7,20.9,23.3,20.8,13.6,,,,,5.7,94.3,A*-E,4710
A-Level,Computing,2008,UK,Exam,A*-U,,16.1,20.5,22.4,21.9,13.9,,,,,5.2,94.8,A*-E,5068
A-Level,Computing,2007,UK,Exam,A*-U,,15.6,20.1,23.0,21.1,14.9,,,,,5.3,94.7,A*-E,5610
A-Level,Computing,2006,UK,Exam,A*-U,,15.0,20.0,22.8,21.8,14.7,,,,,5.7,94.3,A*-E,6233
A-Level,Computing,2005,UK,Exam,A*-U,,14.2,19.1,22.9,21.8,15.2,,,,,6.8,93.2,A*-E,7242
A-Level,Computing,2004,UK,Exam,A*-U,,13.9,19.4,22.3,21.7,15.3,,,,,7.4,92.6,A*-E,8488
A-Level,Computing,2003,UK,Exam,A*-U,,12.6,18.6,22.3,21.5,16.2,,,,,8.8,91.2,A*-E,10146
A-Level,Computing (including Information Technology subjects),2003,UK,Exam,A*-U,,8.6,16.3,23.3,24.6,18.4,,,,,8.8,91.2,A*-E,28175
A-Level,Computing (including Information Technology subjects),2002,UK,Exam,A*-U,,8.5,15.1,21.5,24.4,19.6,,,,,10.9,89.1,A*-E,26780
A-Level,Computing (including Information Technology subjects),2001,UK,Exam,A*-U,,8.5,14.7,21.9,23.1,17.0,9.0,,,,5.8,85.2,A*-E,21744
A-Level,Computing (including Information Technology subjects),2000,UK,Exam,A*-U,,8.4,14.3,21.0,23.0,17.4,9.3,,,,6.6,84.1,A*-E,19099
A-Level,Computing (including Information Technology subjects),1999,UK,Exam,A*-U,,8.7,13.6,20.3,22.0,17.6,9.8,,,,8.0,82.2,A*-E,17145
A-Level,Computing (including Information Technology subjects),1998,UK,Exam,A*-U,,8.3,13.7,20.8,20.5,17.3,10.6,,,,8.8,80.6,A*-E,14643
A-Level,Computing (including Information Technology subjects),1997,UK,Exam,A*-U,,9.7,12.9,18.0,19.8,17.2,11.2,,,,11.2,77.6,A*-E,12149
A-Level,Computing (including Information Technology subjects),1996,UK,Exam,A*-U,,10.5,12.9,18.1,19.4,16.9,11.2,,,,11.0,77.8,A*-E,10697
A-Level,Computing (including Information Technology subjects),1995,UK,Exam,A*-U,,10.8,12.6,17.6,19.3,17.9,11.9,,,,9.9,78.2,A*-E,10196
A-Level,Computing (including Information Technology subjects),1994,UK,Exam,A*-U,,10.5,12.5,17.0,19.6,17.6,11.9,,,,10.9,77.2,A*-E,9586
A-Level,Computing (including Information Technology subjects),1993,UK,Exam,A*-U,,9.5,13.1,16.6,19.9,18.5,12.4,,,,10.0,77.6,A*-E,9703
A-Level,Critical Thinking,2019,UK,Exam,A*-U,0.0,0.0,33.3,0.0,0.0,0.0,,,,,66.7,33.3,A*-E,3
A-Level,Critical Thinking,2018,UK,Exam,A*-U,3.8,19.3,26.9,7.7,15.4,3.8,,,,,23.1,76.9,A*-E,26
A-Level,Critical Thinking,2017,UK,Exam,A*-U,6.7,8.9,24.4,15.6,20.0,11.1,,,,,13.3,86.7,A*-E,45
A-Level,Critical Thinking,2016,UK,Exam,A*-U,5.1,7.7,23.9,24.8,22.2,9.4,,,,,6.8,93.2,A*-E,117
A-Level,Critical Thinking,2015,UK,Exam,A*-U,1.7,14.0,20.3,26.3,16.1,15.7,,,,,5.9,94.1,A*-E,236
A-Level,Critical Thinking,2014,UK,Exam,A*-U,2.1,10.9,22.7,28.6,20.8,10.7,,,,,4.2,95.8,A*-E,529
A-Level,Critical Thinking,2013,UK,Exam,A*-U,2.6,10.5,25.4,27.7,20.9,9.8,,,,,3.1,96.9,A*-E,990
A-Level,Critical Thinking,2012,UK,Exam,A*-U,2.3,10.1,23.3,28.6,21.9,9.4,,,,,4.4,95.6,A*-E,1117
A-Level,Critical Thinking,2011,UK,Exam,A*-U,2.7,11.5,21.1,28.2,22.1,10.4,,,,,4.0,96.0,A*-E,1721
A-Level,Critical Thinking,2010,UK,Exam,A*-U,3.6,9.6,21.6,28.4,22.2,10.5,,,,,4.1,95.9,A*-E,2082
A-Level,Critical Thinking,2009,UK,Exam,A*-U,,12.7,22.1,25.9,22.1,12.8,,,,,4.4,95.6,A*-E,2491
A-Level,Critical Thinking,2008,UK,Exam,A*-U,,11.7,21.2,27.0,20.5,11.7,,,,,7.9,92.1,A*-E,2529
A-Level,Critical Thinking,2007,UK,Exam,A*-U,,10.6,19.2,25.5,23.4,14.5,,,,,6.8,93.2,A*-E,2008
A-Level,Critical Thinking,2006,UK,Exam,A*-U,,10.8,18.9,20.6,20.4,17.0,,,,,12.3,87.7,A*-E,2007
A-Level,Digital Technology,2025,UK,Exam,A*-U,10.6,14.4,24.9,26.4,14.8,6.0,,,,,2.8,97.2,A*-E,959
A-Level,Digital Technology,2024,UK,Exam,A*-U,5.2,12.1,26.0,25.9,17.1,9.0,,,,,4.7,95.3,A*-E,1038
A-Level,Drama,2025,UK,Exam,A*-U,5.9,16.8,39.0,27.4,8.7,1.7,,,,,0.5,99.5,A*-E,8038
A-Level,Drama,2024,UK,Exam,A*-U,5.9,16.4,37.5,26.9,10.0,2.8,,,,,0.5,99.5,A*-E,8654
A-Level,Drama,2023,UK,Exam,A*-U,15.1,24.1,32.7,19.2,6.7,1.8,,,,,0.5,99.5,A*-E,9953
A-Level,Drama,2022,UK,Exam,A*-U,15.1,24.1,32.7,19.1,6.8,1.7,,,,,0.5,99.5,A*-E,9953
A-Level,Drama,2021,UK,Exam,A*-U,20.4,28.4,29.6,16.6,4.1,0.8,,,,,0.1,99.9,A*-E,9645
A-Level,Drama,2020,UK,Teacher,A*-U,12.5,27.3,34.2,20.6,4.5,0.8,,,,,0.1,99.9,A*-E,9590
A-Level,Drama,2020,UK,Exam,A*-U,8.2,19.7,33.3,26.3,9.8,2.4,,,,,0.3,99.7,A*-E,9587
A-Level,Drama,2019,UK,Exam,A*-U,4.3,14.2,33.1,30.1,13.9,3.7,,,,,0.7,99.3,A*-E,10207
A-Level,Drama,2018,UK,Exam,A*-U,4.5,13.9,33.2,28.7,14.8,4.2,,,,,0.7,99.3,A*-E,11239
A-Level,Drama,2017,UK,Exam,A*-U,4.0,12.8,31.3,31.0,16.2,4.2,,,,,0.5,99.5,A*-E,11914
A-Level,Drama,2016,UK,Exam,A*-U,4.0,12.2,30.5,31.2,17.3,4.3,,,,,0.5,99.5,A*-E,12373
A-Level,Drama,2015,UK,Exam,A*-U,4.2,11.8,31.2,30.6,17.0,4.5,,,,,0.7,99.3,A*-E,13226
A-Level,Drama,2014,UK,Exam,A*-U,3.9,11.6,31.2,31.8,16.6,4.4,,,,,0.5,99.5,A*-E,13080
A-Level,Drama,2013,UK,Exam,A*-U,3.9,12.3,31.5,31.4,16.5,3.9,,,,,0.5,99.5,A*-E,13864
A-Level,Drama,2012,UK,Exam,A*-U,3.7,13.0,30.8,31.5,16.2,4.2,,,,,0.6,99.4,A*-E,15139
A-Level,Drama,2011,UK,Exam,A*-U,3.6,14.5,30.9,30.5,15.9,3.9,,,,,0.7,99.3,A*-E,16059
A-Level,Drama,2010,UK,Exam,A*-U,5.6,13.8,29.3,29.6,16.0,4.8,,,,,0.9,99.1,A*-E,16598
A-Level,Drama,2009,UK,Exam,A*-U,,19.8,32.8,29.4,14.3,3.2,,,,,0.5,99.5,A*-E,16925
A-Level,Drama,2008,UK,Exam,A*-U,,21.1,31.8,29.6,13.5,3.4,,,,,0.6,99.4,A*-E,16722
A-Level,Drama,2007,UK,Exam,A*-U,,20.6,31.3,28.9,14.7,3.9,,,,,0.6,99.4,A*-E,16322
A-Level,Drama,2006,UK,Exam,A*-U,,19.5,31.2,29.9,14.6,3.9,,,,,0.9,99.1,A*-E,16448
A-Level,Economics,2025,UK,Exam,A*-U,7.5,22.1,31.0,21.8,11.2,4.6,,,,,1.7,98.3,A*-E,42667
A-Level,Economics,2024,UK,Exam,A*-U,7.6,22.6,29.1,22.0,11.8,5.0,,,,,1.9,98.1,A*-E,40451
A-Level,Economics,2023,UK,Exam,A*-U,7.5,21.8,28.9,22.1,12.5,5.3,,,,,2.0,98.0,A*-E,39141
A-Level,Economics,2022,UK,Exam,A*-U,13.6,24.7,28.5,19.2,9.3,3.5,,,,,1.2,98.8,A*-E,36483
A-Level,Economics,2021,UK,Exam,A*-U,18.6,28.1,26.5,17.2,6.7,2.5,,,,,0.4,99.6,A*-E,33546
A-Level,Economics,2020,UK,Teacher,A*-U,13.6,27.6,29.0,20.5,7.2,1.9,,,,,0.2,99.8,A*-E,31391
A-Level,Economics,2020,UK,Exam,A*-U,7.4,23.1,29.3,23.3,11.8,3.9,,,,,1.2,98.8,A*-E,31318
A-Level,Economics,2019,UK,Exam,A*-U,6.7,22.2,28.8,23.0,12.9,4.7,,,,,1.7,98.3,A*-E,30841
A-Level,Economics,2018,UK,Exam,A*-U,7.3,23.0,29.4,22.2,12.0,4.4,,,,,1.7,98.3,A*-E,30810
A-Level,Economics,2017,UK,Exam,A*-U,7.2,23.8,29.4,22.8,11.4,3.9,,,,,1.5,98.5,A*-E,30074
A-Level,Economics,2016,UK,Exam,A*-U,7.2,22.9,30.3,21.7,11.4,4.7,,,,,1.8,98.2,A*-E,29385
A-Level,Economics,2015,UK,Exam,A*-U,7.9,22.7,29.4,21.6,11.7,4.9,,,,,1.8,98.2,A*-E,27575
A-Level,Economics,2014,UK,Exam,A*-U,8.5,23.1,28.3,21.5,11.9,5.1,,,,,1.6,98.4,A*-E,26612
A-Level,Economics,2013,UK,Exam,A*-U,7.0,25.2,29.4,21.5,11.2,4.6,,,,,1.1,98.9,A*-E,26139
A-Level,Economics,2012,UK,Exam,A*-U,7.8,26.1,28.9,20.1,11.2,4.5,,,,,1.4,98.6,A*-E,24327
A-Level,Economics,2011,UK,Exam,A*-U,8.6,26.6,28.1,20.3,10.7,4.2,,,,,1.5,98.5,A*-E,23843
A-Level,Economics,2010,UK,Exam,A*-U,8.8,27.9,27.8,19.5,10.5,4.3,,,,,1.2,98.8,A*-E,22875
A-Level,Economics,2009,UK,Exam,A*-U,,36.1,27.3,19.7,11.2,4.5,,,,,1.2,98.8,A*-E,20987
A-Level,Economics,2008,UK,Exam,A*-U,,35.1,27.2,20.1,11.8,4.5,,,,,1.3,98.7,A*-E,18540
A-Level,Economics,2007,UK,Exam,A*-U,,33.2,26.9,20.7,12.6,5.2,,,,,1.4,98.6,A*-E,17438
A-Level,Economics,2006,UK,Exam,A*-U,,32.4,26.4,21.1,12.9,5.5,,,,,1.7,98.3,A*-E,17455
A-Level,Economics,2005,UK,Exam,A*-U,,31.0,27.0,20.7,13.4,5.9,,,,,2.0,98.0,A*-E,17625
A-Level,Economics,2004,UK,Exam,A*-U,,30.2,26.6,21.6,13.4,6.0,,,,,2.2,97.8,A*-E,17762
A-Level,Economics,2003,UK,Exam,A*-U,,28.6,26.1,21.7,14.4,6.7,,,,,2.5,77.5,A*-E,17816
A-Level,Economics,2002,UK,Exam,A*-U,,25.3,24.1,22.1,16.0,8.7,,,,,3.8,96.2,A*-E,17015
A-Level,Economics,2001,UK,Exam,A*-U,,22.7,19.6,19.7,16.9,11.4,6.0,,,,3.7,90.3,A*-E,16101
A-Level,Economics,2000,UK,Exam,A*-U,,22.1,19.0,18.6,17.2,11.9,6.6,,,,4.6,88.8,A*-E,17113
A-Level,Economics,1999,UK,Exam,A*-U,,19.3,18.7,19.4,17.2,13.1,7.7,,,,5.2,87.7,A*-E,18377
A-Level,Economics,1998,UK,Exam,A*-U,,18.0,18.1,19.2,17.1,12.7,8.0,,,,6.9,85.1,A*-E,18670
A-Level,Economics,1997,UK,Exam,A*-U,,16.5,17.3,18.7,18.0,13.3,8.1,,,,8.1,83.8,A*-E,20873
A-Level,Economics,1996,UK,Exam,A*-U,,15.0,16.1,18.1,17.7,14.8,9.4,,,,8.9,81.7,A*-E,24580
A-Level,Economics,1995,UK,Exam,A*-U,,14.4,15.6,16.7,16.8,15.0,10.8,,,,10.7,78.5,A*-E,26600
A-Level,Economics,1994,UK,Exam,A*-U,,13.7,15.3,16.6,17.4,15.6,10.7,,,,10.7,78.5,A*-E,31109
A-Level,Economics,1993,UK,Exam,A*-U,,11.8,14.7,15.3,17.2,16.3,11.8,,,,12.9,75.3,A*-E,36428
A-Level,English Language,2025,UK,Exam,A*-U,2.4,10.4,31.6,34.1,17.0,3.7,,,,,0.8,99.2,A*-E,12734
A-Level,English Language,2024,UK,Exam,A*-U,2.3,9.3,30.6,34.2,17.9,4.7,,,,,1.0,99.0,A*-E,13260
A-Level,English Language,2023,UK,Exam,A*-U,2.5,9.8,31.8,35.0,16.6,3.6,,,,,0.8,99.2,A*-E,13394
A-Level,English Language,2022,UK,Exam,A*-U,6.2,16.3,35.1,28.0,11.3,2.5,,,,,0.6,99.4,A*-E,14476
A-Level,English Language,2021,UK,Exam,A*-U,7.8,19.7,32.8,27.5,9.4,2.5,,,,,0.3,99.7,A*-E,14534
A-Level,English Language,2020,UK,Teacher,A*-U,5.1,16.7,32.9,32.5,11.0,1.7,,,,,0.1,99.9,A*-E,15053
A-Level,English Language,2020,UK,Exam,A*-U,1.9,9.5,28.3,37.1,18.6,4.1,,,,,0.5,99.5,A*-E,15052
A-Level,English Language,2019,UK,Exam,A*-U,1.8,9.5,31.0,36.3,17.4,3.3,,,,,0.7,99.3,A*-E,14114
A-Level,English Language,2018,UK,Exam,A*-U,1.8,9.2,27.4,36.3,19.9,4.5,,,,,0.9,99.1,A*-E,18049
A-Level,English Language,2017,UK,Exam,A*-U,1.6,8.9,27.0,36.7,20.2,4.7,,,,,0.9,99.1,A*-E,21178
A-Level,English Language,2016,UK,Exam,A*-U,1.5,9.3,29.3,38.7,17.9,3.0,,,,,0.5,99.5,A*-E,23575
A-Level,English Literature,2025,UK,Exam,A*-U,9.2,15.4,30.9,26.4,13.6,3.8,,,,,0.7,99.3,A*-E,37931
A-Level,English Literature,2024,UK,Exam,A*-U,9.7,15.5,31.9,25.9,12.6,3.6,,,,,0.8,99.2,A*-E,39673
A-Level,English Literature,2023,UK,Exam,A*-U,10.0,15.9,32.0,25.3,12.4,3.6,,,,,0.8,99.2,A*-E,36743
A-Level,English Literature,2022,UK,Exam,A*-U,16.1,20.6,30.5,21.0,8.9,2.2,,,,,0.7,99.3,A*-E,35791
A-Level,English Literature,2021,UK,Exam,A*-U,19.6,24.4,28.1,19.6,6.4,1.7,,,,,0.2,99.8,A*-E,39492
A-Level,English Literature,2020,UK,Teacher,A*-U,14.9,22.8,30.4,23.1,7.5,1.2,,,,,0.1,99.9,A*-E,41280
A-Level,English Literature,2020,UK,Exam,A*-U,9.2,16.2,29.8,27.1,14.0,3.3,,,,,0.4,99.6,A*-E,41367
A-Level,English Literature,2019,UK,Exam,A*-U,8.6,15.5,28.9,27.2,15.2,3.9,,,,,0.7,99.3,A*-E,40824
A-Level,English Literature,2018,UK,Exam,A*-U,8.6,15.2,28.9,27.2,15.3,4.0,,,,,0.8,99.2,A*-E,44290
A-Level,English Literature,2017,UK,Exam,A*-U,8.7,15.6,28.7,27.5,14.9,3.8,,,,,0.8,99.2,A*-E,46411
A-Level,English Literature,2016,UK,Exam,A*-U,8.4,16.4,29.6,28.5,14.1,2.6,,,,,0.4,99.5,A*-E,48697
A-Level,English Language & Literature,2025,UK,Exam,A*-U,4.0,11.0,31.9,32.9,16.1,3.6,,,,,0.5,99.5,A*-E,7274
A-Level,English Language & Literature,2024,UK,Exam,A*-U,4.2,10.3,29.5,32.4,18.1,4.3,,,,,1.2,98.8,A*-E,7773
A-Level,English Language & Literature,2023,UK,Exam,A*-U,4.4,10.7,30.6,33.2,16.4,4.0,,,,,0.8,99.2,A*-E,7352
A-Level,English Language & Literature,2022,UK,Exam,A*-U,8.8,16.2,34.3,26.7,10.3,2.8,,,,,0.9,99.1,A*-E,7507
A-Level,English Language & Literature,2021,UK,Exam,A*-U,11.1,20.2,31.5,25.5,9.2,2.1,,,,,0.4,99.6,A*-E,7969
A-Level,English Language & Literature,2020,UK,Teacher,A*-U,6.8,17.4,32.7,30.4,10.6,1.9,,,,,0.2,99.8,A*-E,7879
A-Level,English Language & Literature,2020,UK,Exam,A*-U,3.4,10.8,29.2,34.2,17.8,4.1,,,,,0.5,99.5,A*-E,7877
A-Level,English Language & Literature,2019,UK,Exam,A*-U,2.9,9.4,28.5,34.8,19.5,4.1,,,,,0.8,99.2,A*-E,8197
A-Level,English Language & Literature,2018,UK,Exam,A*-U,2.9,9.6,26.5,33.9,21.0,5.1,,,,,1.0,99.0,A*-E,9676
A-Level,English Language & Literature,2017,UK,Exam,A*-U,2.9,9.3,27.7,34.8,20.0,4.5,,,,,0.8,99.2,A*-E,11058
A-Level,English Language & Literature,2016,UK,Exam,A*-U,2.8,9.7,27.7,36.0,19.9,3.4,,,,,0.5,99.5,A*-E,12438
A-Level,English,2016,UK,Exam,A*-U,5.7,13.4,29.2,32.5,16.0,2.8,,,,,0.4,99.6,A*-E,84710
A-Level,English,2015,UK,Exam,A*-U,6.0,13.4,29.1,32.3,15.8,3.0,,,,,0.4,99.6,A*-E,89499
A-Level,English,2014,UK,Exam,A*-U,6.2,13.8,27.9,31.4,16.7,3.5,,,,,0.5,99.5,A*-E,85336
A-Level,English,2013,UK,Exam,A*-U,6.2,14.5,27.9,30.8,16.4,3.7,,,,,0.5,99.5,A*-E,89442
A-Level,English,2012,UK,Exam,A*-U,6.8,14.4,26.9,29.9,17.2,4.2,,,,,0.6,99.4,A*-E,89638
A-Level,English,2011,UK,Exam,A*-U,7.1,15.2,27.1,29.2,16.6,4.2,,,,,0.6,99.4,A*-E,89980
A-Level,English,2010,UK,Exam,A*-U,7.4,15.7,26.6,27.9,17.0,4.6,,,,,0.8,99.2,A*-E,89320
A-Level,English,2009,UK,Exam,A*-U,,23.0,27.1,28.4,16.4,4.4,,,,,0.7,99.3,A*-E,91815
A-Level,English,2008,UK,Exam,A*-U,,22.8,26.7,27.7,16.8,5.1,,,,,0.9,99.1,A*-E,89111
A-Level,English,2007,UK,Exam,A*-U,,23.2,26.0,27.3,17.2,5.3,,,,,1.0,99.0,A*-E,85275
A-Level,English,2006,UK,Exam,A*-U,,21.9,25.3,27.4,18.2,6.0,,,,,1.2,98.8,A*-E,86640
A-Level,English,2005,UK,Exam,A*-U,,20.7,24.5,27.4,19.1,6.9,,,,,1.4,98.6,A*-E,85858
A-Level,English,2004,UK,Exam,A*-U,,20.6,23.7,27.1,19.6,7.4,,,,,1.6,98.4,A*-E,81649
A-Level,English,2003,UK,Exam,A*-U,,20.0,24.5,27.3,19.5,7.1,,,,,1.6,98.4,A*-E,78476
A-Level,English,2002,UK,Exam,A*-U,,18.9,24.3,27.2,19.9,7.8,,,,,1.9,98.1,A*-E,72196
A-Level,English,2001,UK,Exam,A*-U,,16.5,19.8,24.5,20.9,12.1,4.5,,,,1.7,93.8,A*-E,76808
A-Level,English,2000,UK,Exam,A*-U,,15.6,19.5,24.0,21.1,12.8,4.9,,,,2.1,93.0,A*-E,86428
A-Level,English,1999,UK,Exam,A*-U,,15.2,19.2,23.8,21.1,13.4,5.2,,,,2.1,92.7,A*-E,90340
A-Level,English,1998,UK,Exam,A*-U,,14.9,19.1,22.9,21.3,13.7,5.6,,,,2.5,91.9,A*-E,94099
A-Level,English,1997,UK,Exam,A*-U,,14.3,18.9,22.7,21.6,14.5,5.6,,,,2.4,92.0,A*-E,93546
A-Level,English,1996,UK,Exam,A*-U,,14.5,19.4,21.8,21.1,14.3,6.2,,,,2.7,91.1,A*-E,86627
A-Level,English,1995,UK,Exam,A*-U,,14.1,19.0,21.8,20.4,14.7,6.5,,,,3.5,90.0,A*-E,86467
A-Level,English,1994,UK,Exam,A*-U,,13.5,19.0,21.6,20.8,14.6,6.8,,,,3.6,89.5,A*-E,88214
A-Level,English,1993,UK,Exam,A*-U,,12.9,18.1,20.3,20.9,15.3,7.5,,,,4.9,87.5,A*-E,89238
A-Level,Expressive Arts,2006,UK,Exam,A*-U,,18.2,30.2,30.3,15.8,4.6,,,,,0.9,99.1,A*-E,18672
A-Level,Expressive Arts,2005,UK,Exam,A*-U,,16.5,30.0,30.8,16.3,5.4,,,,,1.0,99.0,A*-E,18310
A-Level,Expressive Arts,2004,UK,Exam,A*-U,,14.9,28.5,32.2,17.4,5.8,,,,,1.2,98.8,A*-E,17831
A-Level,Expressive Arts,2003,UK,Exam,A*-U,,13.9,27.4,32.3,18.7,6.3,,,,,1.4,98.6,A*-E,17221
A-Level,Expressive Arts,2002,UK,Exam,A*-U,,15.3,26.9,30.3,18.1,7.1,,,,,2.3,97.7,A*-E,15059
A-Level,Expressive Arts,2001,UK,Exam,A*-U,,13.0,18.9,27.8,21.0,11.8,4.8,,,,2.7,92.5,A*-E,11442
A-Level,Expressive Arts,2000,UK,Exam,A*-U,,11.4,18.9,26.5,22.4,12.1,5.5,,,,3.2,91.3,A*-E,11401
A-Level,Expressive Arts,1999,UK,Exam,A*-U,,12.0,18.1,25.9,21.6,13.0,5.9,,,,3.5,90.6,A*-E,11405
A-Level,Expressive Arts,1998,UK,Exam,A*-U,,10.6,16.5,25.1,22.9,13.3,6.7,,,,4.9,88.4,A*-E,11403
A-Level,Expressive Arts,1997,UK,Exam,A*-U,,10.2,16.7,23.9,21.7,15.2,7.2,,,,5.1,87.7,A*-E,10652
A-Level,Expressive Arts,1996,UK,Exam,A*-U,,10.1,16.8,22.9,20.6,15.6,8.5,,,,5.5,86.0,A*-E,9819
A-Level,Expressive Arts,1995,UK,Exam,A*-U,,11.7,16.4,19.4,19.9,16.1,9.3,,,,7.2,83.5,A*-E,8984
A-Level,Environmental Science,2025,UK,Exam,A*-U,4.4,9.6,21.4,27.5,21.0,11.1,,,,,5.0,95.0,A*-E,2392
A-Level,Environmental Science,2024,UK,Exam,A*-U,4.5,10.6,22.9,24.5,21.1,11.0,,,,,5.4,94.6,A*-E,2132
A-Level,French,2025,UK,Exam,A*-U,11.6,27.5,27.9,18.2,10.0,3.6,,,,,1.3,98.7,A*-E,6858
A-Level,French,2024,UK,Exam,A*-U,12.1,27.2,29.5,18.0,8.6,3.3,,,,,1.3,98.7,A*-E,7544
A-Level,French,2023,UK,Exam,A*-U,11.3,27.4,28.2,17.8,10.2,3.8,,,,,1.3,98.7,A*-E,7063
A-Level,French,2022,UK,Exam,A*-U,20.4,30.5,23.6,14.7,7.5,2.6,,,,,0.7,99.3,A*-E,7929
A-Level,French,2021,UK,Exam,A*-U,26.7,33.6,22.9,11.8,3.8,1.0,,,,,0.2,99.8,A*-E,8383
A-Level,French,2020,UK,Teacher,A*-U,20.4,34.0,25.0,14.7,4.8,1.0,,,,,0.1,99.9,A*-E,8263
A-Level,French,2020,UK,Exam,A*-U,15.2,30.7,26.8,17.0,7.3,2.5,,,,,0.5,99.5,A*-E,8260
A-Level,French,2019,UK,Exam,A*-U,10.0,26.8,30.5,18.2,9.5,3.9,,,,,1.1,98.9,A*-E,8355
A-Level,French,2018,UK,Exam,A*-U,10.0,28.6,27.2,19.3,10.0,3.9,,,,,1.0,99.0,A*-E,8713
A-Level,French,2017,UK,Exam,A*-U,10.3,28.7,26.9,18.6,10.7,3.8,,,,,1.0,99.0,A*-E,9468
A-Level,French,2016,UK,Exam,A*-U,8.8,28.5,28.1,18.9,10.5,4.2,,,,,0.9,99.1,A*-E,9672
A-Level,French,2015,UK,Exam,A*-U,8.1,29.2,29.5,19.0,10.0,3.4,,,,,0.8,99.2,A*-E,10328
A-Level,French,2014,UK,Exam,A*-U,6.6,31.0,29.5,19.2,9.7,3.3,,,,,0.7,99.3,A*-E,10433
A-Level,French,2013,UK,Exam,A*-U,6.5,32.0,30.3,17.9,9.1,3.4,,,,,0.8,99.2,A*-E,11272
A-Level,French,2012,UK,Exam,A*-U,6.8,32.6,29.4,18.5,8.8,3.1,,,,,0.8,99.2,A*-E,12511
A-Level,French,2011,UK,Exam,A*-U,7.7,32.4,29.3,18.0,8.7,3.0,,,,,0.9,99.1,A*-E,13196
A-Level,French,2010,UK,Exam,A*-U,7.7,31.4,28.5,18.2,9.6,3.7,,,,,0.9,99.1,A*-E,13850
A-Level,French,2009,UK,Exam,A*-U,,38.6,27.6,18.3,10.5,4.1,,,,,0.9,99.1,A*-E,14333
A-Level,French,2008,UK,Exam,A*-U,,37.3,27.7,18.9,10.6,4.3,,,,,1.2,98.8,A*-E,14885
A-Level,French,2007,UK,Exam,A*-U,,36.3,28.0,18.2,11.6,4.6,,,,,1.3,98.7,A*-E,14477
A-Level,French,2006,UK,Exam,A*-U,,34.7,27.4,19.5,11.8,5.3,,,,,1.3,98.7,A*-E,14650
A-Level,French,2005,UK,Exam,A*-U,,32.9,27.5,20.0,12.4,5.6,,,,,1.6,98.4,A*-E,14484
A-Level,French,2004,UK,Exam,A*-U,,33.4,26.8,19.8,12.6,5.8,,,,,1.6,98.4,A*-E,15149
A-Level,French,2003,UK,Exam,A*-U,,31.4,26.4,20.0,13.3,6.6,,,,,2.3,97.7,A*-E,15531
A-Level,French,2002,UK,Exam,A*-U,,29.3,25.2,20.9,13.8,7.7,,,,,3.1,96.9,A*-E,15614
A-Level,French,2001,UK,Exam,A*-U,,24.7,20.5,19.4,16.0,11.2,5.5,,,,2.7,91.8,A*-E,17939
A-Level,French,2000,UK,Exam,A*-U,,23.5,21.5,20.1,16.3,10.5,5.6,,,,2.5,91.9,A*-E,18221
A-Level,French,1999,UK,Exam,A*-U,,23.2,20.4,20.1,16.4,11.3,5.7,,,,2.9,91.4,A*-E,21072
A-Level,French,1998,UK,Exam,A*-U,,21.6,20.7,19.6,17.3,11.6,6.2,,,,3.0,90.8,A*-E,23633
A-Level,French,1997,UK,Exam,A*-U,,20.2,19.9,19.6,16.7,12.1,6.9,,,,4.6,88.5,A*-E,25916
